name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
cuzdan Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81FTHPjMyfL._AC_UL320_.jpg,https://www.amazon.in/cuzdan-Mens-Brown-Synthetic-Messenger/dp/B06XYL18VY/ref=sr_1_228?qid=1679152730&s=apparel&sr=1-228,4.0,142,"₹1,293","₹2,999"
Puma Women's Plain T-Shirt,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71nRoJ07jxL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Plain-T-Shirt-59076701_Black_S/dp/B01N2I769B/ref=sr_1_229?qid=1679152730&s=apparel&sr=1-229,3.8,12,,"₹2,499"
KAWTRA Women's Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41-XHrEzhRL._AC_UL320_.jpg,https://www.amazon.in/KAWTRA-Womens-Handbag-Peach-KBAGS-039/dp/B075P32TYV/ref=sr_1_230?qid=1679152730&s=apparel&sr=1-230,3.5,450,₹299,₹999
Hidesign Women's Handbag (Orange),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81Yns613xXL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-GEMINI-02-ANDORA-SNAKE-Handbag/dp/B0773TMH7G/ref=sr_1_231?qid=1679152730&s=apparel&sr=1-231,3.6,15,"₹3,684","₹8,395"
H&B Women's Tote Bag (LNH-keep swimming_Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81rxqw7IeEL._AC_UL320_.jpg,https://www.amazon.in/Womens-Blue-Jute-Lunch-Inch/dp/B07BZMRHW1/ref=sr_1_232?qid=1679152730&s=apparel&sr=1-232,3.9,97,₹350,₹599
Lavie Enmesh Women's Large Tote (Camel),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/514w9DQ4ZdL._AC_UL320_.jpg,https://www.amazon.in/Lavie-HPEP376060K4-Womens-Handbag-Camel/dp/B06Y5SDDN3/ref=sr_1_233_mod_primary_new?qid=1679152730&s=apparel&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-233,3.9,80,"₹1,756.55","₹4,260"
"MIMISKU backpack set with backpack, sling bag, wallet and coin pouch with key chain",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61PIdnlD-NL._AC_UL320_.jpg,https://www.amazon.in/Mimisku-Womens-Backpack-Sling-Metallic/dp/B07F484WPW/ref=sr_1_234?qid=1679152730&s=apparel&sr=1-234,3.5,160,₹700,"₹1,000"
"RITUPAL COLLECTION - Identify Your Look, Define Your Style Women's Shoulder Bag",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81EU4v0mt-L._AC_UL320_.jpg,https://www.amazon.in/RITUPAL-COLLECTION-Identify-Define-Handbag/dp/B079KGHP2T/ref=sr_1_235?qid=1679152730&s=apparel&sr=1-235,3.3,263,₹399,₹999
CAPRESE Kiko Pink Faux Leather Women's Wallet (WTKIKMDPNK),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91fcQhZlxhL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Kiko-Womens-Wallet-Pink/dp/B07D3Y42MH/ref=sr_1_236?qid=1679152730&s=apparel&sr=1-236,4.2,138,₹895,"₹1,249"
AWESOME FASHIONS Women's Sling Bag (AF061_Pink),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/613xuwUSVkL._AC_UL320_.jpg,https://www.amazon.in/Awesome-Fashions-Womens-sling-side/dp/B01EPV4IKC/ref=sr_1_237?qid=1679152730&s=apparel&sr=1-237,3.9,269,₹275,"₹1,199"
Caprese Women's Wallet (Grey),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/610VUCLDKXL._AC_UL320_.jpg,https://www.amazon.in/Caprese-WTSUELGGRY-Womens-Wallet-Grey/dp/B075T34KNX/ref=sr_1_238?qid=1679152730&s=apparel&sr=1-238,3.5,8,₹870,"₹1,249"
"Mango star Women's Leather Handbag (MS310, Black)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51DY6dn1T9L._AC_UL320_.jpg,https://www.amazon.in/Mango-star-Womens-Leather-Handbag/dp/B07BGX9J3F/ref=sr_1_239?qid=1679152730&s=apparel&sr=1-239,3.3,47,₹368,₹999
Hidesign Women's Tote Bag (Red),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/914bb6zcUFL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-Womens-Handbag-Red-BRN/dp/B0778M8PK4/ref=sr_1_240?qid=1679152730&s=apparel&sr=1-240,3.1,7,"₹8,299","₹10,195"
Hidesign Women's Tote Bag (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81p8fwIm1uL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-VIRGO-01-SNAKE-MELBOURNE-RANCH/dp/B0773R9PZT/ref=sr_1_241?qid=1679152730&s=apparel&sr=1-241,3.6,14,"₹4,639","₹8,995"
Butterflies Women's Super Saver Combo (BNS WB0280),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61oRtBR2BWL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-Womens-Combo-Handbag-Wallet/dp/B073WMW1DD/ref=sr_1_242?qid=1679152730&s=apparel&sr=1-242,3.9,55,"₹1,399","₹6,499"
Caprese Women's Wallet,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81mGgTaMDIL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Kiko-Womens-Wallet-Beige/dp/B07D3VQ2V8/ref=sr_1_243?qid=1679152730&s=apparel&sr=1-243,4.2,200,₹895,"₹1,499"
Butterflies Women's Super Saver Combo (Purple) (BNS WB0104),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61SQmCNV-KL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-BNS-WB0104-Womens-Handbag/dp/B01N3LP2P3/ref=sr_1_244?qid=1679152730&s=apparel&sr=1-244,3.9,61,"₹1,439","₹7,799"
"RITUPAL COLLECTION - Identify Your Look, Define Your Style Women's Sling Bag",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/814R6sjEE8L._AC_UL320_.jpg,https://www.amazon.in/RITUPAL-COLLECTION-Identify-Define-Womens/dp/B079KG741W/ref=sr_1_245?qid=1679152730&s=apparel&sr=1-245,3.4,183,₹399,₹999
CLASSIC FASHION Women's Shoulder Bag (cfs0154 bol_Multicolored),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71RPxMpcveL._AC_UL320_.jpg,https://www.amazon.in/CLASSIC-FASHION-Handbag-Multicolor-Cfs0154/dp/B01NAMYA8S/ref=sr_1_246?qid=1679152730&s=apparel&sr=1-246,3.5,150,₹779,"₹4,239"
TIP-TOP FASHION Women's Handbag (Pink),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61htGDaI6LL._AC_UL320_.jpg,https://www.amazon.in/WOMEN-HANDBAGS-VERY-BEAUTIFUL-COLOR/dp/B07BVJ1C6H/ref=sr_1_247?qid=1679152730&s=apparel&sr=1-247,3.6,83,₹299,₹899
Pynk Fashion Women's Handbag (Peach),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71WH35le+7L._AC_UL320_.jpg,https://www.amazon.in/Pynk-Fashion-Womens-Handbag-Peach/dp/B075QKHC9R/ref=sr_1_245?qid=1679152732&s=apparel&sr=1-245,3.5,174,₹399,"₹1,599"
Diana Korr Women's Handbag (Blue) (DK08HBLU),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/A1uWnX+aPyL._AC_UL320_.jpg,https://www.amazon.in/Diana-Korr-Womens-Handbag-Blue/dp/B01KXRVKSA/ref=sr_1_246?qid=1679152732&s=apparel&sr=1-246,3.9,113,,
H&B Women's Tote Bag (LNH-WAVE-BLK_Black),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71WqiuKQqBL._AC_UL320_.jpg,https://www.amazon.in/Multipurpose-Waterproof-Shopping-HandBag-Multicolour/dp/B06XT26Z3T/ref=sr_1_247?qid=1679152732&s=apparel&sr=1-247,3.7,43,₹269,₹999
Hidesign Women's Wallet (Red Midnight Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81O7TinqlwL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-EOSS-Womens-Wallet-Midnight/dp/B0721X8R14/ref=sr_1_248?qid=1679152732&s=apparel&sr=1-248,4.4,21,"₹2,695.15","₹2,895"
Lychee bags Canvas Katie Sling for Girls (Purple),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91rjlJKX+pL._AC_UL320_.jpg,https://www.amazon.in/Lychee-Womens-Sling-Beige-Lbhbcp19Po/dp/B017ETLNMS/ref=sr_1_249?qid=1679152732&s=apparel&sr=1-249,3.6,148,₹490,"₹1,199"
Redlicchi Women's PU Casual Purse Fashion School Leather Backpack Shoulder Bag Mini Backpack for Women & Girls,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61A7ASO2KBL._AC_UL320_.jpg,https://www.amazon.in/Redlicchi-Fashion-Leather-Backpack-Shoulder/dp/B07BF9CBSJ/ref=sr_1_250?qid=1679152732&s=apparel&sr=1-250,3.3,95,₹329,₹999
Vivinkaa Star Red Canvas Sling Bag for Women,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71RWb7VerZL._AC_UL320_.jpg,https://www.amazon.in/Vivinkaa-Womens-Sling-Bag-Red/dp/B01B0KIGNQ/ref=sr_1_251?qid=1679152732&s=apparel&sr=1-251,3.8,105,₹379,₹899
CLASSIC FASHION Women's Handbag With Wallet (Set of 2) (CFSN43_Multicolored),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81rEsZWk3ML._AC_UL320_.jpg,https://www.amazon.in/Classic-Fashion-Black-Handbag-Wallet/dp/B079WKZ8N7/ref=sr_1_252?qid=1679152732&s=apparel&sr=1-252,3.4,41,₹999,"₹6,599"
Butterflies Synthetic Women's Wallet,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/51OWXmvqjnL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-Womens-Wallet-BNS-2040/dp/B00IJ8CKBW/ref=sr_1_253?qid=1679152732&s=apparel&sr=1-253,4.2,731,₹399,"₹1,299"
"H&B Jute Waterproof Lunch Bag for Men and Women, 11x9x6-inches(Multicolour)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71thFs3HyyL._AC_UL320_.jpg,https://www.amazon.in/Waterproof-Lunch-Women-11x9x6-inches-Multicolour/dp/B06XWBBM66/ref=sr_1_254?qid=1679152732&s=apparel&sr=1-254,3.5,28,₹299,₹899
Diana Korr Myra Women's Handbag (Blue) (DK29HBLU),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/A10A4kQIikL._AC_UL320_.jpg,https://www.amazon.in/Diana-Korr-Womens-Handbags-Blue/dp/B019OC4YBA/ref=sr_1_255?qid=1679152732&s=apparel&sr=1-255,3.4,74,"₹2,051","₹3,999"
Diana Korr Women's Handbag (Beige) (DK26HAPR),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71j73V2WMUL._AC_UL320_.jpg,https://www.amazon.in/Diana-Korr-Womens-Handbag-DK26HAPR/dp/B00U2IF8M0/ref=sr_1_256?qid=1679152732&s=apparel&sr=1-256,3.9,59,"₹2,051","₹3,999"
Hidesign Women's Wallet (White and M Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71R16cIAhHL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-Womens-Wallet-White-Blue/dp/B07BSV8FTM/ref=sr_1_257?qid=1679152732&s=apparel&sr=1-257,4.4,24,"₹1,979","₹3,595"
DUCHESS Women's Black Box Clutch,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81UwI0OWD6L._AC_UL320_.jpg,https://www.amazon.in/DUCHESS-Womens-Rose-Gold-Clutch/dp/B01APAOV7M/ref=sr_1_258?qid=1679152732&s=apparel&sr=1-258,3.5,67,₹347,"₹2,199"
Lorna Premium PU Leather Girl's/Women's Handbag And Wallet Clutch Combo (Peach Color),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/41lStNXWKyL._AC_UL320_.jpg,https://www.amazon.in/Lorna-Premium-Leather-Womens-Handbag/dp/B075F8M7T1/ref=sr_1_259?qid=1679152732&s=apparel&sr=1-259,3.4,63,₹599,"₹1,499"
Lee Uniforms Men's Slim Straight 5 Pocket Pant,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71bHyElX2-L._AC_UL320_.jpg,https://www.amazon.in/Lee-Uniforms-Straight-Pocket-42x30/dp/B00CESFP9M/ref=sr_1_260?qid=1679152732&s=apparel&sr=1-260,4.0,584,"₹6,748.85","₹10,798.16"
Caprese Austria Satchel Large Burgundy,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61TDeKw6V+L._AC_UL320_.jpg,https://www.amazon.in/Caprese-Austria-Womens-Satchel-Burgundy/dp/B07G1B9Z7Q/ref=sr_1_264?qid=1679152732&s=apparel&sr=1-264,3.8,21,"₹2,190","₹4,999"
"Fristo Women's Handbag (FRB-031, Pink and Blue)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61Qn1d1sM1L._AC_UL320_.jpg,https://www.amazon.in/Fristo-Womens-Handbag-FRB-031-Pink/dp/B01MS0JOI2/ref=sr_1_265?qid=1679152732&s=apparel&sr=1-265,3.8,57,₹699,"₹2,399"
Diana Korr Women's Handbag (Grey),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/51RI6xwW-IL._AC_UL320_.jpg,https://www.amazon.in/Diana-Korr-Womens-Handbag-Grey/dp/B07CBDRMZ8/ref=sr_1_266_mod_primary_new?qid=1679152732&s=apparel&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-266,3.5,31,"₹1,999","₹3,599"
Flora Women's Clutch (Set of 2) (FLORA-092_Red),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71CGTE-2jwL._AC_UL320_.jpg,https://www.amazon.in/Flora-Premium-Leather-Womens-Wallet/dp/B072JHN773/ref=sr_1_267?qid=1679152732&s=apparel&sr=1-267,3.8,42,₹325,"₹1,099"
Mango Star Stylish And Trendy Shoulders Hand Beg With Combo Offer PU Leather Material For Women's (Black),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81GuteVZDML._AC_UL320_.jpg,https://www.amazon.in/Mango-Premium-Leather-Womens-Handbag/dp/B07DDLN1MT/ref=sr_1_268?qid=1679152732&s=apparel&sr=1-268,3.2,47,₹448,"₹1,299"
JaisBoy Messenger Bags Genuine PU Leather Bag - Cross Body Shoulder Side Bag for Mens/Womens/Girls (Black),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/51QLBh5MCdL._AC_UL320_.jpg,https://www.amazon.in/JaisBoy-Messenger-Bags-Genuine-Leather/dp/B071V5GJQ7/ref=sr_1_269?qid=1679152732&s=apparel&sr=1-269,3.5,51,₹498,"₹1,499"
Under Armour Men's Hockey Liner Socks (1 Pair),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/817vAPTNVTL._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Hockey-Liner-Medium/dp/B003RZ8H96/ref=sr_1_270?qid=1679152732&s=apparel&sr=1-270,4.0,20,,"₹3,950"
Diana Korr Women's Handbag (Pink) (DK12HPIN00),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/51U16m4xTvL._AC_UL320_.jpg,https://www.amazon.in/Diana-Korr-Womens-Handbag-Pink/dp/B01084PD3Q/ref=sr_1_271?qid=1679152732&s=apparel&sr=1-271,3.4,24,"₹1,499","₹3,599"
Yelloe Women's Messenger Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/41n6cFzjXtL._AC_UL320_.jpg,https://www.amazon.in/Yelloe-Synthetic-Messenger-Bag-Men/dp/B071JTQYVV/ref=sr_1_272?qid=1679152732&s=apparel&sr=1-272,4.0,65,₹892,"₹1,990"
CLASSIC FASHION Women's Handbag (cfs0177_Multicolored),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61P5JsqQL9L._AC_UL320_.jpg,https://www.amazon.in/CLASSIC-FASHION-Shoulder-Multicolour-cfs0177/dp/B01MU4P92N/ref=sr_1_273?qid=1679152732&s=apparel&sr=1-273,3.6,36,₹864,"₹2,999"
Diana Korr Women's Wallet (Pink) (DKW12LPNK),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/A1TgaArR5kL._AC_UL320_.jpg,https://www.amazon.in/Diana-Korr-Womens-Wallet-Pink/dp/B015MY5YFY/ref=sr_1_274?qid=1679152732&s=apparel&sr=1-274,3.7,41,,"₹1,799"
Diana Korr Women's Handbag (Tan) (DK10HNUD00),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91mDwo6JeoL._AC_UL320_.jpg,https://www.amazon.in/Diana-Korr-Womens-Handbag-Tan/dp/B01084OJNQ/ref=sr_1_275?qid=1679152732&s=apparel&sr=1-275,3.4,52,"₹2,051","₹3,999"
Mango star Women's PU Sling Bag and Clutch Combo(Maroon),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81XFfDbHA7L._AC_UL320_.jpg,https://www.amazon.in/Mango-star-Womens-Clutch-Maroon/dp/B07DDKGFV2/ref=sr_1_276?qid=1679152732&s=apparel&sr=1-276,3.5,40,₹468,"₹1,199"
Mango Star Stylish And Trendy Shoulders Hand Beg With Combo PU Leather Material For Women's (Green),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61BqpNxC8hL._AC_UL320_.jpg,https://www.amazon.in/mango-star-Stylish-Clutch-Womens/dp/B079D2MJ71/ref=sr_1_277?qid=1679152732&s=apparel&sr=1-277,3.2,32,₹548,"₹1,499"
WildHorn Detachable Credit Card Holder Men's Leather Wallet Blue,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81ZUvtupX+L._AC_UL320_.jpg,https://www.amazon.in/WildHorn-Genuine-Leather-Wallet-WH271/dp/B00OXU1XIQ/ref=sr_1_278?qid=1679152732&s=apparel&sr=1-278,4.0,47,₹540,"₹1,499"
Vivinkaa Ethnic Printed Blu Flower Tote Bag With Zip for Women,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71vS8f1i3ML._AC_UL320_.jpg,https://www.amazon.in/Vivinkaa-Womens-Ethnic-Printed-ETHNTOTEBLUFLWR/dp/B077WWL8XM/ref=sr_1_279?qid=1679152732&s=apparel&sr=1-279,3.5,18,₹799,"₹1,899"
pranjals house Leather Unisex Sling & Cross-Body Bag Brown Size 11 Inch,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61+gOox6U2L._AC_UL320_.jpg,https://www.amazon.in/pranjals-house-Leather-Cross-Body-Unisex/dp/B07117TD5S/ref=sr_1_280?qid=1679152732&s=apparel&sr=1-280,3.9,47,"₹1,297","₹2,999"
Hidesign Women's Wallet (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91foWL4swkL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-leather-Womens-ANGARA-W1/dp/B07DHPY54B/ref=sr_1_281?qid=1679152732&s=apparel&sr=1-281,4.2,7,"₹1,798","₹3,395"
Tooba Women's Clutch (Beige),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91TeI3Don-L._AC_UL320_.jpg,https://www.amazon.in/Tooba-Womens-Handicraft-Embroidered-Clutch/dp/B07GFHW1WN/ref=sr_1_282?qid=1679152732&s=apparel&sr=1-282,3.4,28,₹899,"₹2,999"
"RITUPAL COLLECTION - Identify Your Look, Define Your Style Women shoulder handbag (brown tote)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71Yq-lrO8ML._AC_UL320_.jpg,https://www.amazon.in/RITUPAL-COLLECTION-Identify-Shoulder-Handbag/dp/B0768KQKQC/ref=sr_1_283?qid=1679152732&s=apparel&sr=1-283,3.7,12,₹399,₹999
Stella Ricci Women's Shoulder Bag (Blue) (SR107HBLU),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91UAc7p41JL._AC_UL320_.jpg,https://www.amazon.in/Stella-Ricci-Womens-Shoulder-Blue/dp/B01AAFC1ZG/ref=sr_1_284?qid=1679152732&s=apparel&sr=1-284,3.7,20,"₹1,187","₹3,580"
Hidesign Women Wallet (Tan),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91u7ngfyl4L._AC_UL320_.jpg,https://www.amazon.in/Hidesign-leather-Womens-MACKENZIEW-W1/dp/B07DJ62S6M/ref=sr_1_285?qid=1679152732&s=apparel&sr=1-285,4.4,7,"₹1,549","₹3,395"
Lavie HYPATIA LG EW TOTE,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61Gdf4AjjzL._AC_UL320_.jpg,https://www.amazon.in/Lavie-Hypatia-Womens-Handbag-Blue/dp/B07CTTQFJ7/ref=sr_1_286?qid=1679152732&s=apparel&sr=1-286,4.5,12,"₹1,265","₹4,090"
Caprese Women's Wallet (Muted Mauve),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71KuhMG8jbL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Womens-Wallet-Muted-Mauve/dp/B075T4S9MH/ref=sr_1_287?qid=1679152732&s=apparel&sr=1-287,3.8,14,"₹1,170","₹1,199"
Giordano Women's Wallet,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/51x6EZW60ZL._AC_UL320_.jpg,https://www.amazon.in/Giordano-WX1601005RD-Womens-Wallet-RED/dp/B07G9GLM5C/ref=sr_1_288?qid=1679152732&s=apparel&sr=1-288,3.9,11,"₹1,616","₹2,500"
Caprese Womens Zip Closure Tote Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91eMGXsjsqL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Womens-Tote-Bag-Ochre/dp/B072N8KNQQ/ref=sr_1_289?qid=1679152732&s=apparel&sr=1-289,3.7,141,"₹1,699","₹4,299"
"new balance Women's 005V1 Sneaker, Grey, Size 6.0",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71XuEwrF+lL._AC_UL320_.jpg,https://www.amazon.in/new-balance-Womens-005V1-Sneaker/dp/B075R7286N/ref=sr_1_290?qid=1679152732&s=apparel&sr=1-290,5.0,1,,"₹10,780.92"
new balance Women's Q118 FTWR 6 M US Grey,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71ycD8elvdL._AC_UL320_.jpg,https://www.amazon.in/new-balance-Womens-Q118-FTWR/dp/B06XX943J5/ref=sr_1_291?qid=1679152732&s=apparel&sr=1-291,5.0,1,,"₹10,789.92"
New Balance Women&#39;s Wrl247ss,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71ycD8elvdL._AC_UL320_.jpg,https://www.amazon.in/new-balance-WRL247SY-Balance-Wrl247ss/dp/B06XX8Q9S9/ref=sr_1_292?qid=1679152732&s=apparel&sr=1-292,5.0,1,,"₹9,891.81"
new balance Women's Q118 FTWR 7 M US Grey,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71ycD8elvdL._AC_UL320_.jpg,https://www.amazon.in/new-balance-Womens-Q118-FTWR/dp/B06XWYBWDP/ref=sr_1_293?qid=1679152732&s=apparel&sr=1-293,5.0,2,,"₹13,491.45"
Balance Boys' 247,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91fflpAVk+L._AC_UL320_.jpg,https://www.amazon.in/Balance-Boys-Pink-White-White-Black/dp/B06XJXQQCS/ref=sr_1_294?qid=1679152732&s=apparel&sr=1-294,,,,"₹10,780.92"
UNDER ARMOUR Men's Ua Veloce Mid Suede Hi Top Trainers 1296614 Sneakers Shoes Black Black Black 001,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81CrYxQR7cL._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Trainers-1296614-Sneakers/dp/B01M3P481L/ref=sr_1_295?qid=1679152732&s=apparel&sr=1-295,3.0,1,,"₹21,054.29"
